1,HW2188MK,,,V-Core Pro 1.3 Upgrade: Common Parts from 1.1
2,HW1825GC,,,Linear Rail - MGN15 600mm + MGN15C carriage
1,HW1647SC,550,,8mm Metric Acme Lead Screw - 1000mm - TR8*8
1,HW1021GC,,,Anti-Backlash Nut Block for 8mm Metric Acme Lead Screw
1,HW1001GC,,,Flexible Coupling - 5mm x 8mm
1,HW201BRC,594,,V-SLOT 2020 - Black Anodized 1000mm
1,HW201BRC,660,,V-SLOT 2020 - Black Anodized 1000mm
,,,,
,SKU,,,Product Name
,HW2188MK,,,V-Core Pro 1.3 Upgrade: Common Parts from 1.1
,,,,
,B.O.M.,,,
QTY,SKU,Length (mm),Tap,Item name
4,HW1018NC,,,Aluminium Spacer - 6mm
8,HW1337SC,,,Button Head Screw M3 (Single) (Length: 6mm)
8,HW1336SC,,,Button Head Screw M3 (Single) (Length: 8mm)
20,HW1211SC,,,Button Head Screw M5 (Single) (Length: 10mm)
50,HW1505SC,,,Cap Head Screw M3 (Single) (Length: 10mm)
8,HW1285SC,,,Cap Head Screw M5 (Single) (Length: 10mm)
20,HW1269NC,,,Hex Locking Nut - M5 - Black
10,HW1375SC,,,Low Profile Screw - 12mm (Single)
10,HW1155SC,,,Low Profile Screw - 15mm (Single)
10,HW1156SC,,,Low Profile Screw - 20mm (Single)
4,HW1465SC,,,Low Profile Screw - 45mm (Single)
30,HW1153SC,,,Low Profile Screw - 8mm (Single)
20,HW1630NC,,,Mini Precision Shim - 8 x 5 x 1mm - C
1,HW2077GK,,,EVA 2.2.1 Hardware Pack
4,HW1207NC,,,Slot Washer - 15 x 5 x 2mm
65,HW1665NC,,,T-Nut - Drop In for 2020 - M3 (Single)
30,HW1030NC,,,T-Nut - Drop In for 2020 - M5 (Single)
10,HW1111NC,,,T-Nut - Standard - M5 (Single)
15,HW1563GC,,,Wire Tie - Small - Black - 2.5mm x 120mm
